Model,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Loss,Test Accuracy
10Layers_CNN,0.2872856557369232,0.8981000185012817,1.1321682929992676,0.7134000062942505,1.155558705329895,0.7142000198364258
