Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Loss,Test Accuracy
"[1.5554653406143188, 1.263956904411316, 1.1531219482421875, 1.0846457481384277, 1.038684606552124, 0.9996129870414734, 0.9682679772377014, 0.9402592778205872, 0.9148719906806946, 0.8913869261741638]","[0.42912501096725464, 0.5502499938011169, 0.5930749773979187, 0.6212249994277954, 0.635574996471405, 0.6507499814033508, 0.6651999950408936, 0.67330002784729, 0.6808249950408936, 0.6901000142097473]","[1.4574522972106934, 1.196583867073059, 1.1849029064178467, 1.2062840461730957, 1.1781882047653198, 1.1186856031417847, 1.1386488676071167, 1.1651506423950195, 1.1684117317199707, 1.2034649848937988]","[0.48339998722076416, 0.5720999836921692, 0.5820000171661377, 0.5831000208854675, 0.5852000117301941, 0.6205000281333923, 0.6172000169754028, 0.616100013256073, 0.6107000112533569, 0.6189000010490417]",1.2093881368637085,0.6258000135421753
